topic_id,count,name,keywords,scores
132,1737,132_nsfit_ippt_window_fit,"nsfit, ippt, window, fit, sessions, attempt, fail, session, pass, mandatory","0.0506, 0.0444, 0.0417, 0.0352, 0.0282, 0.0214, 0.0201, 0.0176, 0.0169, 0.0129"
133,1090,133_c4x_dis_c4i_mie,"c4x, dis, c4i, mie, cyber, signing, sign, me4, uni, scheme","0.0407, 0.0235, 0.0218, 0.0186, 0.0150, 0.0114, 0.0111, 0.0086, 0.0078, 0.0077"
134,1838,134_ship_navy_naval_nmi,"ship, navy, naval, nmi, sailing, ships, warfare, ojt, vocation, posted","0.0271, 0.0256, 0.0171, 0.0088, 0.0082, 0.0079, 0.0076, 0.0070, 0.0066, 0.0064"
135,1069,135_seat_sit_seats_public,"seat, sit, seats, public, sitting, transport, mrt, bus, stare, uniform","0.0342, 0.0171, 0.0164, 0.0112, 0.0102, 0.0100, 0.0096, 0.0087, 0.0083, 0.0078"
136,1367,136_navy_naval_sign_officer,"navy, naval, sign, officer, signing, ship, career, air, degree, force","0.0432, 0.0112, 0.0104, 0.0084, 0.0080, 0.0080, 0.0056, 0.0054, 0.0053, 0.0050"
137,1647,137_ict_icts_work_key,"ict, icts, work, key, year, mr, cycle, cancelled, cycles, tech","0.0896, 0.0055, 0.0048, 0.0045, 0.0042, 0.0040, 0.0040, 0.0039, 0.0038, 0.0037"
138,1679,138_testimonial_transcript_ns_satisfactory,"testimonial, transcript, ns, satisfactory, conduct, sector, job, grade, grading, performance","0.0174, 0.0145, 0.0085, 0.0080, 0.0080, 0.0079, 0.0068, 0.0067, 0.0061, 0.0056"
139,1150,139_phone_gallery_check_photos,"phone, gallery, check, photos, checks, whatsapp, delete, mp, folder, porn","0.0404, 0.0221, 0.0187, 0.0175, 0.0171, 0.0135, 0.0129, 0.0124, 0.0078, 0.0077"
140,8488,140_ns_reservist_life_years,"ns, reservist, life, years, was, my, serving, time, of, people","0.0077, 0.0044, 0.0044, 0.0040, 0.0035, 0.0035, 0.0035, 0.0033, 0.0032, 0.0032"
141,1766,141_friends_meet_people_social,"friends, meet, people, social, friend, with, talk, close, make, ns","0.0279, 0.0082, 0.0065, 0.0059, 0.0059, 0.0058, 0.0057, 0.0057, 0.0055, 0.0055"
142,1333,142_photos_photo_camp_pictures,"photos, photo, camp, pictures, caught, phone, mp, pics, zone, allowed","0.0289, 0.0288, 0.0134, 0.0106, 0.0083, 0.0075, 0.0072, 0.0072, 0.0065, 0.0064"
143,1691,143_levels_retaking_retake_study,"levels, retaking, retake, study, exams, level, year, ns, studying, results","0.0200, 0.0167, 0.0164, 0.0131, 0.0091, 0.0069, 0.0064, 0.0056, 0.0055, 0.0053"
144,1414,144_boots_altama_magnum_wp,"boots, altama, magnum, wp, magnums, pair, socks, wear, feet, insoles","0.0835, 0.0349, 0.0274, 0.0198, 0.0160, 0.0160, 0.0155, 0.0132, 0.0126, 0.0113"
145,1291,145_mc_house_home_leave,"mc, house, home, leave, visit, food, visits, permission, caught, allowed","0.0302, 0.0285, 0.0154, 0.0111, 0.0086, 0.0072, 0.0069, 0.0066, 0.0064, 0.0064"
146,7888,146_bro_thanks_thank_you,"bro, thanks, thank, you, life, help, this, man, me, just","0.0067, 0.0049, 0.0048, 0.0046, 0.0045, 0.0044, 0.0042, 0.0041, 0.0040, 0.0039"
147,930,147_muslim_prayers_religion_pray,"muslim, prayers, religion, pray, muslims, religious, prayer, islam, jw, christian","0.0325, 0.0274, 0.0241, 0.0222, 0.0222, 0.0148, 0.0094, 0.0085, 0.0062, 0.0058"
148,802,148_hearing_ear_loud_loss,"hearing, ear, loud, loss, earplugs, ears, ringing, noise, hear, firing","0.0467, 0.0376, 0.0181, 0.0179, 0.0159, 0.0156, 0.0116, 0.0114, 0.0100, 0.0090"
149,3317,149_ippt_pass_fail_failed,"ippt, pass, fail, failed, passing, bmt, ptp, passed, btp, gold","0.0426, 0.0239, 0.0175, 0.0105, 0.0079, 0.0079, 0.0077, 0.0073, 0.0073, 0.0070"
150,1298,150_engineer_bridging_engineers_eod,"engineer, bridging, engineers, eod, engineering, combat, spec, engr, cbre, field","0.0440, 0.0280, 0.0245, 0.0128, 0.0121, 0.0117, 0.0114, 0.0088, 0.0081, 0.0077"
151,808,151_ndp_parade_contingent_marching,"ndp, parade, contingent, marching, rehearsals, committee, chairman, fireworks, rehearsal, venue","0.0751, 0.0116, 0.0100, 0.0099, 0.0094, 0.0091, 0.0073, 0.0071, 0.0057, 0.0053"
152,981,152_helmet_helmets_strap_padding,"helmet, helmets, strap, padding, buy, lbs, sell, beach, emart, straps","0.1030, 0.0196, 0.0161, 0.0151, 0.0121, 0.0108, 0.0107, 0.0104, 0.0102, 0.0100"
153,1643,153_uniform_wear_wearing_uniforms,"uniform, wear, wearing, uniforms, hybrid, no, green, wore, no4, saf","0.0411, 0.0249, 0.0137, 0.0131, 0.0106, 0.0094, 0.0074, 0.0065, 0.0058, 0.0055"
154,2413,154_conscription_conscript_conscripts_military,"conscription, conscript, conscripts, military, countries, country, war, army, we, our","0.0375, 0.0110, 0.0096, 0.0090, 0.0083, 0.0077, 0.0076, 0.0073, 0.0064, 0.0057"
155,1257,155_mp_spec_mps_mpeu,"mp, spec, mps, mpeu, gombak, pro, posted, term, expect, guard","0.0814, 0.0159, 0.0099, 0.0097, 0.0095, 0.0081, 0.0074, 0.0073, 0.0069, 0.0065"
156,2388,156_air_aftc_force_airforce,"air, aftc, force, airforce, aircraft, posted, tech, training, awo, vocation","0.0256, 0.0186, 0.0148, 0.0109, 0.0077, 0.0068, 0.0065, 0.0064, 0.0059, 0.0055"
157,1090,157_china_scs_chinese_taiwan,"china, scs, chinese, taiwan, us, asean, sea, countries, prc, singapore","0.0591, 0.0163, 0.0159, 0.0137, 0.0108, 0.0099, 0.0084, 0.0075, 0.0067, 0.0066"
158,2023,158_vocation_vocations_assistant_rare,"vocation, vocations, assistant, rare, asa, combat, what, clerk, infantry, work","0.0163, 0.0096, 0.0067, 0.0058, 0.0056, 0.0049, 0.0043, 0.0041, 0.0040, 0.0038"
159,1352,159_bullying_bullied_bully_bullies,"bullying, bullied, bully, bullies, them, him, me, he, school, victim","0.0186, 0.0151, 0.0139, 0.0079, 0.0054, 0.0054, 0.0052, 0.0045, 0.0045, 0.0043"
160,1012,160_hiv_blood_check_inches,"hiv, blood, check, inches, penis, test, std, tested, pants, checkup","0.0278, 0.0169, 0.0105, 0.0100, 0.0098, 0.0091, 0.0090, 0.0084, 0.0082, 0.0077"
161,2004,161_asa_hq_posted_asas,"asa, hq, posted, asas, stay, expect, office, sa, posting, unit","0.0525, 0.0387, 0.0136, 0.0107, 0.0087, 0.0084, 0.0081, 0.0073, 0.0069, 0.0067"
162,875,162_song_songs_music_sing,"song, songs, music, sing, singing, lyrics, marching, purple, sang, hate","0.0473, 0.0218, 0.0197, 0.0151, 0.0134, 0.0123, 0.0120, 0.0094, 0.0092, 0.0083"
163,748,163_cough_tekong_water_coughing,"cough, tekong, water, coughing, throat, sick, flu, coughed, sore, infection","0.1051, 0.0516, 0.0338, 0.0243, 0.0102, 0.0087, 0.0087, 0.0074, 0.0067, 0.0066"
164,645,164_compass_test_pilot_aeromed,"compass, test, pilot, aeromed, aeromedical, map, rsaf, navigation, navex, results","0.1017, 0.0520, 0.0180, 0.0163, 0.0156, 0.0128, 0.0117, 0.0082, 0.0076, 0.0071"
165,919,165_laptop_bring_laptops_devices,"laptop, bring, laptops, devices, allowed, kindle, camp, ipad, bringing, loa","0.0440, 0.0285, 0.0245, 0.0176, 0.0155, 0.0128, 0.0107, 0.0103, 0.0101, 0.0096"
166,715,166_asthma_childhood_inhaler_pes,"asthma, childhood, inhaler, pes, asthmatic, specialist, b4, attack, mo, breathing","0.0923, 0.0173, 0.0171, 0.0102, 0.0098, 0.0092, 0.0088, 0.0079, 0.0078, 0.0076"
167,2160,167_war_singapore_country_malaysia,"war, singapore, country, malaysia, fight, our, we, die, defend, us","0.0182, 0.0181, 0.0115, 0.0104, 0.0080, 0.0078, 0.0072, 0.0071, 0.0066, 0.0050"
168,999,168_investing_invest_stocks_investment,"investing, invest, stocks, investment, savings, money, account, trading, interest, stock","0.0327, 0.0207, 0.0192, 0.0178, 0.0154, 0.0144, 0.0124, 0.0117, 0.0096, 0.0093"
169,2433,169_you_your_to_if,"you, your, to, if, are, want, of, that, just, unit","0.0039, 0.0033, 0.0029, 0.0028, 0.0028, 0.0027, 0.0027, 0.0027, 0.0027, 0.0027"
170,918,170_eos_ewos_degree_sign,"eos, ewos, degree, sign, scheme, officer, mdes, uni, wospec, diploma","0.0534, 0.0425, 0.0189, 0.0172, 0.0161, 0.0100, 0.0090, 0.0083, 0.0082, 0.0079"
171,1037,171_injury_compensation_service_claim,"injury, compensation, service, claim, card, si, sustained, injuries, injured, medical","0.0508, 0.0175, 0.0173, 0.0123, 0.0112, 0.0095, 0.0088, 0.0085, 0.0079, 0.0068"
172,1871,172_ippt_rt_window_ipt,"ippt, rt, window, ipt, trial, charged, session, sessions, summary, fine","0.0456, 0.0372, 0.0201, 0.0147, 0.0126, 0.0113, 0.0111, 0.0110, 0.0109, 0.0106"
173,1964,173_ippt_gold_silver_pass,"ippt, gold, silver, pass, ocs, score, points, soc, scs, peer","0.0335, 0.0327, 0.0293, 0.0165, 0.0118, 0.0108, 0.0093, 0.0093, 0.0087, 0.0075"
174,618,174_blur_act_sotong_live,"blur, act, sotong, live, longer, cock, blurness, guy, section, platoon","0.0841, 0.0225, 0.0144, 0.0141, 0.0139, 0.0108, 0.0074, 0.0053, 0.0048, 0.0048"
175,824,175_extra_sign_extras_armskote,"extra, sign, extras, armskote, signing, duty, signed, punishment, lawyer, duties","0.0612, 0.0408, 0.0326, 0.0121, 0.0090, 0.0075, 0.0069, 0.0062, 0.0061, 0.0058"
176,2527,176_pay_allowance_630_combat,"pay, allowance, 630, combat, salary, paid, month, rank, 580, monthly","0.0351, 0.0209, 0.0100, 0.0096, 0.0092, 0.0088, 0.0081, 0.0081, 0.0067, 0.0065"
177,1877,177_excuse_stay_excused_mo,"excuse, stay, excused, mo, duty, duties, excuses, memo, night, out","0.0398, 0.0316, 0.0166, 0.0099, 0.0075, 0.0066, 0.0061, 0.0057, 0.0056, 0.0055"
178,780,178_card_concession_ezlink_fare,"card, concession, ezlink, fare, bus, fares, transport, passion, adult, student","0.0486, 0.0472, 0.0232, 0.0221, 0.0207, 0.0201, 0.0171, 0.0139, 0.0132, 0.0126"
179,3284,179_pes_enlisting_e9_c9,"pes, enlisting, e9, c9, e1, enlistment, b4, enlist, stay, enlisted","0.0191, 0.0121, 0.0121, 0.0075, 0.0066, 0.0058, 0.0056, 0.0054, 0.0042, 0.0041"
180,799,180_stc_contract_pay_short,"stc, contract, pay, short, sign, bonus, regular, term, months, ves","0.0803, 0.0309, 0.0131, 0.0115, 0.0097, 0.0094, 0.0094, 0.0086, 0.0085, 0.0084"
181,709,181_acne_skin_accutane_isotretinoin,"acne, skin, accutane, isotretinoin, camo, sunlight, medication, face, excuse, nsc","0.0681, 0.0278, 0.0268, 0.0254, 0.0163, 0.0148, 0.0108, 0.0105, 0.0103, 0.0100"
182,2354,182_enlistment_pes_date_letter,"enlistment, pes, date, letter, bp, cmpb, enlist, status, july, april","0.0243, 0.0223, 0.0144, 0.0124, 0.0123, 0.0114, 0.0114, 0.0107, 0.0092, 0.0090"
183,660,183_cap_jockey_wear_headdress,"cap, jockey, wear, headdress, caps, beret, shelter, wearing, head, dress","0.0600, 0.0600, 0.0419, 0.0398, 0.0244, 0.0236, 0.0190, 0.0158, 0.0100, 0.0084"
184,556,184_dog_k9_dogs_handler,"dog, k9, dogs, handler, mwdu, handlers, st, kennel, sniffer, pet","0.0712, 0.0582, 0.0497, 0.0228, 0.0168, 0.0119, 0.0102, 0.0090, 0.0082, 0.0070"
185,915,185_underwear_briefs_boxers_boxer,"underwear, briefs, boxers, boxer, wear, shorts, triangle, pt, pants, heat","0.0501, 0.0366, 0.0269, 0.0237, 0.0208, 0.0198, 0.0171, 0.0160, 0.0140, 0.0108"
186,644,186_brunei_lancer_jungle_ex,"brunei, lancer, jungle, ex, jcc, taiwan, thailand, overseas, buaya, biang","0.0778, 0.0353, 0.0120, 0.0098, 0.0076, 0.0071, 0.0069, 0.0068, 0.0067, 0.0062"
187,841,187_pnr_sce_30sce_engr,"pnr, sce, 30sce, engr, 35sce, cbre, fd, 39, 38sce, 35","0.0372, 0.0360, 0.0248, 0.0229, 0.0160, 0.0158, 0.0145, 0.0128, 0.0102, 0.0093"
188,893,188_park_parking_ride_riding,"park, parking, ride, riding, drive, drc, camp, car, bike, defensive","0.0331, 0.0253, 0.0236, 0.0225, 0.0181, 0.0177, 0.0167, 0.0158, 0.0110, 0.0103"
189,626,189_kiwi_polish_boots_shine,"kiwi, polish, boots, shine, cloth, brush, polishing, shoe, boot, starwax","0.0830, 0.0706, 0.0537, 0.0525, 0.0349, 0.0291, 0.0240, 0.0236, 0.0194, 0.0181"
190,1072,190_hdb_property_housing_flats,"hdb, property, housing, flats, flat, afford, bto, prices, landlord, rent","0.0246, 0.0233, 0.0180, 0.0137, 0.0131, 0.0117, 0.0111, 0.0101, 0.0101, 0.0092"
191,1421,191_ord_date_extend_db,"ord, date, extend, db, extended, mc, change, months, your, quarantine","0.0358, 0.0321, 0.0237, 0.0146, 0.0130, 0.0088, 0.0060, 0.0059, 0.0054, 0.0054"
192,722,192_eye_eyesight_myopia_glasses,"eye, eyesight, myopia, glasses, vision, eyes, ndu, lazy, perfect, pes","0.0540, 0.0429, 0.0320, 0.0255, 0.0187, 0.0142, 0.0108, 0.0107, 0.0102, 0.0088"
193,1703,193_thank_hormat_christmas_happy,"thank, hormat, christmas, happy, duty, eve, today, cny, service, all","0.0233, 0.0130, 0.0114, 0.0103, 0.0100, 0.0078, 0.0075, 0.0074, 0.0074, 0.0070"
194,1240,194_sar21_sar_rifle_m16,"sar21, sar, rifle, m16, 21, weapon, weapons, rifles, use, saf","0.0292, 0.0221, 0.0149, 0.0139, 0.0111, 0.0086, 0.0063, 0.0060, 0.0055, 0.0053"
196,1765,196_ippt_window_birthday_cancelled,"ippt, window, birthday, cancelled, ipt, book, slot, closes, slots, portal","0.0472, 0.0322, 0.0161, 0.0115, 0.0109, 0.0097, 0.0096, 0.0095, 0.0090, 0.0077"
197,669,197_voc_batch_vocs_nea,"voc, batch, vocs, nea, benzene, opr, posted, loader, sig, what","0.0503, 0.0153, 0.0128, 0.0126, 0.0126, 0.0085, 0.0077, 0.0073, 0.0073, 0.0070"
198,555,198_braces_jaw_teeth_surgery,"braces, jaw, teeth, surgery, invisalign, dental, dentist, retainers, tooth, cosmetic","0.1048, 0.0334, 0.0235, 0.0194, 0.0146, 0.0142, 0.0118, 0.0113, 0.0097, 0.0085"
199,1489,199_ict_key_high_first,"ict, key, high, first, unit, hk, low, expect, what, briefing","0.0463, 0.0207, 0.0095, 0.0091, 0.0080, 0.0075, 0.0069, 0.0066, 0.0052, 0.0048"
200,647,200_eprep_courses_udemy_ntu,"eprep, courses, udemy, ntu, credits, prep, course, 350, textbook, skillsfuture","0.0524, 0.0501, 0.0260, 0.0248, 0.0226, 0.0208, 0.0181, 0.0179, 0.0097, 0.0097"
201,768,201_ia_magazine_bolt_weapon,"ia, magazine, bolt, weapon, round, firing, chamber, cock, feeding, safe","0.0430, 0.0285, 0.0274, 0.0242, 0.0240, 0.0196, 0.0191, 0.0188, 0.0170, 0.0170"
202,833,202_disc_slipped_mri_pain,"disc, slipped, mri, pain, slip, specialist, bulge, mo, l5, memo","0.0649, 0.0372, 0.0229, 0.0205, 0.0145, 0.0140, 0.0126, 0.0107, 0.0094, 0.0084"
203,1275,203_encik_fuck_one_quote,"encik, fuck, one, quote, eh, day, understand, don, we, funny","0.0098, 0.0068, 0.0052, 0.0050, 0.0046, 0.0044, 0.0042, 0.0042, 0.0041, 0.0041"
204,626,204_rope_low_technique_apex,"rope, low, technique, apex, ladder, soc, wall, strength, beam, jump","0.0630, 0.0228, 0.0220, 0.0218, 0.0194, 0.0177, 0.0159, 0.0138, 0.0137, 0.0132"
205,625,205_ffi_dental_blood_ord,"ffi, dental, blood, ord, draw, medical, test, centre, appointment, d2","0.1223, 0.0355, 0.0341, 0.0259, 0.0131, 0.0118, 0.0112, 0.0108, 0.0092, 0.0081"
206,1064,206_pay_salary_reservist_claim,"pay, salary, reservist, claim, mup, income, employer, paid, mindef, company","0.0320, 0.0188, 0.0151, 0.0132, 0.0120, 0.0118, 0.0117, 0.0114, 0.0105, 0.0100"
208,774,208_ammo_depot_ammunition_asst,"ammo, depot, ammunition, asst, depots, sup, safac, course, posted, sa","0.0913, 0.0189, 0.0169, 0.0160, 0.0132, 0.0128, 0.0125, 0.0110, 0.0104, 0.0101"
209,1071,209_ups_push_pushups_reps,"ups, push, pushups, reps, pull, sit, sets, pushup, 20, do","0.0445, 0.0405, 0.0270, 0.0232, 0.0203, 0.0141, 0.0128, 0.0117, 0.0107, 0.0100"
210,1145,210_me4_me1_degree_me3,"me4, me1, degree, me3, sign, afe, scheme, signing, uni, mes","0.0617, 0.0431, 0.0142, 0.0134, 0.0132, 0.0109, 0.0092, 0.0090, 0.0086, 0.0075"
211,3105,211_enlisting_enlist_enlistment_enlisted,"enlisting, enlist, enlistment, enlisted, anyone, soon, before, pre, jan, enlistee","0.0206, 0.0161, 0.0159, 0.0110, 0.0066, 0.0052, 0.0044, 0.0044, 0.0042, 0.0041"
212,548,212_height_tall_short_taller,"height, tall, short, taller, cm, 170cm, shorter, legs, measured, requirement","0.0587, 0.0352, 0.0179, 0.0161, 0.0123, 0.0099, 0.0094, 0.0078, 0.0076, 0.0066"
213,2447,213_doctor_doctors_medical_polyclinic,"doctor, doctors, medical, polyclinic, mo, he, doc, clinic, patient, mc","0.0182, 0.0143, 0.0095, 0.0083, 0.0073, 0.0057, 0.0056, 0.0051, 0.0051, 0.0048"
214,458,214_hat_jungle_wear_hats,"hat, jungle, wear, hats, recon, cap, jockey, wearing, jcc, buy","0.1199, 0.1070, 0.0555, 0.0258, 0.0202, 0.0190, 0.0153, 0.0127, 0.0098, 0.0086"
215,1829,215_age_18_enlist_enlisted,"age, 18, enlist, enlisted, old, years, enlistment, year, early, 16","0.0169, 0.0164, 0.0136, 0.0097, 0.0097, 0.0085, 0.0075, 0.0074, 0.0073, 0.0073"
216,513,216_gift_pop_him_flowers,"gift, pop, him, flowers, bf, gifts, boyfriend, his, handwritten, ideas","0.0430, 0.0356, 0.0207, 0.0163, 0.0152, 0.0138, 0.0117, 0.0115, 0.0101, 0.0094"
217,895,217_excuse_excuses_sunlight_excused,"excuse, excuses, sunlight, excused, rmj, moonlight, sex, he, sitting, standing","0.1130, 0.0221, 0.0171, 0.0141, 0.0116, 0.0085, 0.0082, 0.0073, 0.0070, 0.0063"
218,643,218_vote_voting_age_18,"vote, voting, age, 18, 21, old, country, young, olds, older","0.0450, 0.0370, 0.0251, 0.0188, 0.0105, 0.0078, 0.0068, 0.0065, 0.0060, 0.0059"
219,631,219_ranger_course_rangers_tab,"ranger, course, rangers, tab, courses, sfqc, sof, cdo, phase, badge","0.0749, 0.0328, 0.0132, 0.0119, 0.0084, 0.0079, 0.0076, 0.0069, 0.0067, 0.0066"
220,738,220_ict_defer_deferment_deferred,"ict, defer, deferment, deferred, co, mr, key, job, deferring, call","0.0485, 0.0298, 0.0286, 0.0089, 0.0076, 0.0073, 0.0067, 0.0066, 0.0063, 0.0060"
221,516,221_learnet_tablet_youtube_download,"learnet, tablet, youtube, download, learning, websites, use, watch, using, tablets","0.0713, 0.0375, 0.0200, 0.0107, 0.0100, 0.0097, 0.0096, 0.0086, 0.0076, 0.0070"
222,2572,222_fitness_gym_exercise_training,"fitness, gym, exercise, training, fit, ups, running, physical, run, exercises","0.0160, 0.0117, 0.0111, 0.0094, 0.0088, 0.0087, 0.0084, 0.0074, 0.0073, 0.0068"
223,537,223_band_mdc_audition_music,"band, mdc, audition, music, auditions, instrument, musician, saf, join, dance","0.0621, 0.0527, 0.0351, 0.0295, 0.0129, 0.0127, 0.0106, 0.0105, 0.0098, 0.0090"
224,1417,224_hotline_safety_call_calling,"hotline, safety, call, calling, counselling, report, breach, chain, 1800, saf","0.0648, 0.0491, 0.0233, 0.0082, 0.0077, 0.0072, 0.0069, 0.0068, 0.0062, 0.0059"
225,1071,225_shoes_emart_shoe_asics,"shoes, emart, shoe, asics, buy, socks, boots, pair, adidas, running","0.0709, 0.0630, 0.0270, 0.0217, 0.0210, 0.0189, 0.0179, 0.0178, 0.0172, 0.0160"
226,1324,226_heart_blood_chest_ecg,"heart, blood, chest, ecg, condition, pressure, doctor, specialist, pain, checkup","0.0334, 0.0151, 0.0147, 0.0138, 0.0093, 0.0089, 0.0080, 0.0076, 0.0075, 0.0073"
227,570,227_claim_transport_claims_grab,"claim, transport, claims, grab, taxi, ess, onens, submit, receipt, trip","0.0777, 0.0479, 0.0336, 0.0192, 0.0143, 0.0142, 0.0095, 0.0082, 0.0080, 0.0080"
228,752,228_clearance_security_cat_high,"clearance, security, cat, high, low, sensitive, 2a, background, information, family","0.0878, 0.0331, 0.0157, 0.0116, 0.0100, 0.0077, 0.0073, 0.0073, 0.0072, 0.0071"
229,1354,229_wear_attire_shirt_pants,"wear, attire, shirt, pants, shoes, jeans, clothes, shorts, dress, uniform","0.0420, 0.0313, 0.0242, 0.0219, 0.0190, 0.0168, 0.0148, 0.0132, 0.0130, 0.0114"
230,762,230_aircon_fan_fans_bed,"aircon, fan, fans, bed, bunk, cold, sleep, hot, air, mattress","0.0308, 0.0298, 0.0247, 0.0200, 0.0197, 0.0156, 0.0150, 0.0138, 0.0128, 0.0118"
231,639,231_hotel_lynx_golf_coy,"hotel, lynx, golf, coy, welfare, echo, scs, term, knights, pro","0.0675, 0.0640, 0.0432, 0.0211, 0.0194, 0.0135, 0.0116, 0.0112, 0.0100, 0.0087"
232,617,232_sniper_snipers_marksman_course,"sniper, snipers, marksman, course, recon, infantry, range, selected, scs, weapons","0.0779, 0.0370, 0.0125, 0.0118, 0.0084, 0.0080, 0.0074, 0.0073, 0.0072, 0.0067"
233,968,233_products_product_mlm_sell,"products, product, mlm, sell, sales, selling, recruit, industry, business, insurance","0.0287, 0.0218, 0.0190, 0.0130, 0.0125, 0.0101, 0.0095, 0.0094, 0.0077, 0.0076"
234,540,234_pang_aloysius_gt_zealand,"pang, aloysius, gt, zealand, mindef, actor, howitzer, ssph, gun, barrel","0.0378, 0.0226, 0.0198, 0.0142, 0.0124, 0.0122, 0.0098, 0.0095, 0.0094, 0.0089"
235,1923,235_feel_anxious_anxiety_feeling,"feel, anxious, anxiety, feeling, nervous, life, enlistment, army, just, and","0.0062, 0.0062, 0.0060, 0.0053, 0.0047, 0.0041, 0.0041, 0.0040, 0.0039, 0.0037"
236,635,236_insurance_aviva_coverage_mindef,"insurance, aviva, coverage, mindef, group, singlife, mha, plan, policy, ci","0.0681, 0.0321, 0.0241, 0.0219, 0.0154, 0.0154, 0.0120, 0.0119, 0.0085, 0.0085"
237,1040,237_malay_malays_muslims_muslim,"malay, malays, muslims, muslim, clearance, race, chinese, malaysian, navy, ndu","0.0462, 0.0382, 0.0110, 0.0106, 0.0097, 0.0092, 0.0086, 0.0073, 0.0072, 0.0064"
238,1592,238_downpes_specialist_mo_memo,"downpes, specialist, mo, memo, medical, board, condition, review, down, doctor","0.0464, 0.0177, 0.0165, 0.0161, 0.0132, 0.0126, 0.0112, 0.0085, 0.0069, 0.0069"
239,956,239_pr_renounce_prs_ica,"pr, renounce, prs, ica, serve, sg, renounced, ns, renouncing, status","0.0654, 0.0201, 0.0136, 0.0132, 0.0089, 0.0077, 0.0076, 0.0072, 0.0069, 0.0066"
240,614,240_skin_sunscreen_skincare_cleanser,"skin, sunscreen, skincare, cleanser, products, cream, face, moisturizer, oil, toner","0.0424, 0.0409, 0.0253, 0.0230, 0.0228, 0.0138, 0.0137, 0.0127, 0.0124, 0.0121"
241,2563,241_safety_saf_mindef_their,"safety, saf, mindef, their, training, the, soldiers, of, gt, are","0.0150, 0.0122, 0.0042, 0.0040, 0.0038, 0.0038, 0.0037, 0.0036, 0.0036, 0.0033"
242,1654,242_man_men_sergeant_mode,"man, men, sergeant, mode, sgt, spec, officer, commander, being, responsibilities","0.0176, 0.0150, 0.0089, 0.0082, 0.0069, 0.0064, 0.0062, 0.0060, 0.0056, 0.0053"
243,3151,243_pes_bmt_b4_b3,"pes, bmt, b4, b3, weeks, b2, b1, phase, training, admin","0.0148, 0.0134, 0.0104, 0.0074, 0.0071, 0.0065, 0.0062, 0.0061, 0.0055, 0.0051"
244,976,244_deferment_defer_reservist_ict,"deferment, defer, reservist, ict, co, internship, apply, overseas, job, period","0.0380, 0.0204, 0.0181, 0.0109, 0.0069, 0.0065, 0.0062, 0.0059, 0.0055, 0.0054"
245,2392,245_he_him_his_was,"he, him, his, was, us, platoon, guy, sgt, sergeant, me","0.0152, 0.0120, 0.0110, 0.0092, 0.0070, 0.0068, 0.0067, 0.0061, 0.0060, 0.0049"
246,1553,246_rank_ranks_highest_col,"rank, ranks, highest, col, ltc, officer, nsf, appointment, maj, 3sg","0.0376, 0.0160, 0.0093, 0.0090, 0.0082, 0.0071, 0.0070, 0.0068, 0.0059, 0.0059"
247,3427,247_mental_health_psychiatrist_anxiety,"mental, health, psychiatrist, anxiety, imh, depression, mo, issues, help, declare","0.0161, 0.0117, 0.0086, 0.0080, 0.0080, 0.0071, 0.0070, 0.0067, 0.0058, 0.0057"
248,841,248_beret_blue_wear_khaki,"beret, blue, wear, khaki, guards, berets, green, tab, black, red","0.0863, 0.0305, 0.0226, 0.0212, 0.0209, 0.0198, 0.0183, 0.0182, 0.0163, 0.0149"
249,563,249_ic_pink_singpass_nric,"ic, pink, singpass, nric, password, ics, token, surrender, ord, collect","0.0814, 0.0654, 0.0344, 0.0249, 0.0227, 0.0108, 0.0104, 0.0077, 0.0072, 0.0071"
250,2384,250_bmt_was_platoon_our,"bmt, was, platoon, our, had, we, my, during, us, section","0.0103, 0.0088, 0.0060, 0.0054, 0.0053, 0.0052, 0.0051, 0.0047, 0.0046, 0.0046"
251,1073,251_portal_ess_ns_app,"portal, ess, ns, app, onens, access, error, website, login, horrible","0.0353, 0.0145, 0.0136, 0.0114, 0.0110, 0.0109, 0.0106, 0.0102, 0.0088, 0.0081"
252,895,252_base_changi_paya_lebar,"base, changi, paya, lebar, airbase, tengah, air, tuas, naval, plab","0.0383, 0.0288, 0.0273, 0.0272, 0.0241, 0.0213, 0.0192, 0.0160, 0.0115, 0.0097"
253,488,253_mosquito_repellent_mosquitoes_bites,"mosquito, repellent, mosquitoes, bites, insect, spray, mosquitos, insects, repellant, dengue","0.0586, 0.0468, 0.0414, 0.0364, 0.0348, 0.0197, 0.0168, 0.0145, 0.0129, 0.0127"
254,460,254_safra_membership_gym_card,"safra, membership, gym, card, activesg, dbs, debit, gyms, energyone, worth","0.1150, 0.0836, 0.0288, 0.0226, 0.0203, 0.0178, 0.0121, 0.0105, 0.0104, 0.0097"
256,1394,256_sick_report_reporting_mc,"sick, report, reporting, mc, mo, camp, reported, outside, health, medical","0.0582, 0.0313, 0.0170, 0.0069, 0.0068, 0.0059, 0.0052, 0.0050, 0.0047, 0.0046"
258,1772,258_army_military_life_regulars,"army, military, life, regulars, years, force, regular, career, are, my","0.0108, 0.0055, 0.0049, 0.0048, 0.0048, 0.0048, 0.0043, 0.0038, 0.0034, 0.0033"
259,2208,259_tekong_enlisting_ferry_selarang,"tekong, enlisting, ferry, selarang, recruits, recruit, posted, enlistment, camp, batch","0.0342, 0.0068, 0.0051, 0.0048, 0.0047, 0.0046, 0.0044, 0.0042, 0.0041, 0.0040"
